2302,MARÍA ELENA,Entre 50 y menos de 100,Entre 50 y menos de 100,40,MOVISTAR,2021,100,No,Si,Si,Si,Si,No,Si,No,No,EXTERNO,CAS CHILE,No,No,Si,Si,Si,PRIVADA,No,No,No,Si,Si,Si,No,Si,No,Si,Facebook,USUARIO: ILUSTRE MUNICIPALIDAD DE MARIA ELENA,WWW.FACEBOOK.COM/MUNICIPALIDADDEMARIAELENA,No
3101,COPIAPÓ,Más de 100,Más de 100,400 aprox.,CLARO,2023,650,Si,Si,No,Si,Si,Si,Si,Si,No,EXTERNO,CAS CHILE,Si,Si,Si,No,Si,GOB.,No,No,No,No,No,Si,No,No,No,Si,Web municipal - Facebook - Youtube - Instagram,"INSTAGRAM, X, FACEBOOKWWW.COPIAPO.CL",WWW.COPIAPO.CL,Si
3102,CALDERA,Entre 50 y menos de 100,Entre 50 y menos de 100,223,ENTEL,2023 - 53 equipos,403,Si,Si,No,No,Si,Si,Si,Si,No,EXTERNO,CAS CHILE,Si,Si,Si,Si,Si,GOB.,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Youtube,YOUTUBECONCEJO MUNICIPAL CALDERA,YOUTUBE.COM/SESIONESCONCEJOMUNICIPALCALDERA,No
3103,TIERRA AMARILLA,Más de 100,Más de 100,30,MOVISTAR,2024,150,No,Si,No,Si,Si,Si,Si,Si,No,EXTERNO,CAS CHILE,No,Si,Si,Si,Si,GOB.,No,Si,Si,Si,Si,No,No,No,Si,Si,Facebook,MUNICIPALIDAD DE TIERRA AMARILLA CHILE,FACEBOOK.COM/MUNITIERRAMARILLA/VIDEOS,No
3201,CHAÑARAL,Entre 50 y menos de 100,Entre 50 y menos de 100,0,ENTEL,2023,165,No,Si,No,Si,No,Si,Si,No,No,EXTERNO,CAS CHILE,No,No,No,No,No,No aplica,No,No,No,No,No,No,No,No,No,Si,Web municipal - Youtube,FACEBOOK.COM/MUNICHANARAL,WWW.MUNICHANARAL.CL/SESIONES_CONSEJO.HTML,Si
3202,DIEGO DE ALMAGRO,Entre 50 y menos de 100,Entre 20 y menos de 50,78,ENTEL,2023-18 equipos,179,Si,Si,No,Si,No,No,No,No,No,EXTERNO,CAS CHILE,Si,No,No,No,No,No aplica,No,No,No,Si,No,Si,Si,Si,No,Si,Web municipal - Facebook - Youtube,YOUTUBE - @ALCALDIADIEGODEALMAGRO,HTTPS://WWW.YOUTUBE.COM/@ALCALDIADIEGODEALMAGRO,No
3301,VALLENAR,Más de 100,Más de 100,310,MOVISTAR,2023,195,Si,Si,Si,Si,Si,Si,Si,Si,No,EXTERNO,CAS CHILE,Si,Si,Si,Si,Si,GOB.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Facebook,MUNICIPALIDAD DE VALLENAR,HTTPS://WWW.FACEBOOK.COM/MUNIDEVALLENAR,Si
3302,ALTO DEL CARMEN,Entre 50 y menos de 100,Entre 20 y menos de 50,77,ENTEL,2023 - 12 equipos,89,No,Si,No,Si,Si,Si,Si,No,No,EXTERNO,"CAS CHILE
 - REDM",Si,No,No,No,No,No aplica,No,No,No,No,No,No,No,No,No,No,Facebook,MUNICIPALIDAD DE ALTO DEL CARMEN,HTTP://WWW.FACEBOOK.COM/PROFILE.PHP?ID=10069929937063,No
3303,FREIRINA,Entre 50 y menos de 100,Entre 50 y menos de 100,75,ENTEL,2023,116,Si,Si,No,Si,Si,Si,Si,No,No,EXTERNO,CASCHILE,Si,No,No,No,No,No aplica,No,No,No,No,No,Si,No,Si,No,Si,Facebook,DEPARTAMENTO DE COMUNICACIONES FREIRINA,HTTPS://WWW.FACEBOOK.COM/DEPARTAMENTO.DECOMUNICACIONES.9?SFNSN=WA,Si
3304,HUASCO,Entre 10 y menos de 20,Entre 10 y menos de 20,101,ENTEL,2023 - 6 equipos,132,Si,Si,No,Si,No,No,No,No,Si,EXTERNO,INTRASOFT CHILE,Si,No,No,No,Si,GOB.,No,Si,Si,No,No,No,No,No,Si,Si,Facebook,MUNICIPALIDAD DE HUASCO,FACEBOOK.COM/MUNIHUASCO/VIDEOS,No
4101,LA SERENA,Más de 100,Más de 100,556,CLARO,2023,1002,Si,Si,No,No,Si,Si,Si,No,No,EXTERNO,CAS CHILE,Si,No,No,No,No,No aplica,No,No,No,No,No,Si,No,Si,Si,Si,Facebook - Youtube,SE PUEDE ACCEDER A LAS REDES SOCIALES DEL MUNICIPIO A TRAVÉS DE WWW.LASERENA.CL,HTTPS://WWW.YOUTUBE.COM/PLAYLIST?LIST=PLCYI03XWQ5PSGHHBWSKP0NW0TKNPCT6RMHTTPS://WWW.FACEBOOK.COM/MUNILASERENA,Si
4102,COQUIMBO,Más de 100,Más de 100,326,MOVISTAR,2023,946,Si,Si,No,Si,Si,Si,No,No,No,PROPIO - EXTERNO,CAS CHILE,Si,No,Si,Si,Si,GOB - PRIVADA,No,No,No,No,No,Si,No,No,No,Si,Facebook,MUNICIPALIDAD DE COQUIMBO,YOUTUBE.COM/@MUNICOQUIMBO/STREAMS,No
4103,ANDACOLLO,Entre 50 y menos de 100,Entre 50 y menos de 100,26,ENTEL,2023,125,No,Si,No,No,No,Si,Si,Si,Si,EXTERNO,CAS CHILE,No,Si,No,No,No,No aplica,No,No,No,No,No,Si,Si,Si,Si,Si,Web municipal,CANAL ANDACOLLO TV,HTTPS://WWW.YOUTUBE.COM/@CONCEJOMUNICIPALANDACOLLO,No
4104,LA HIGUERA,Entre 50 y menos de 100,Entre 50 y menos de 100,20,MOVISTAR,2023,98,No,Si,Si,Si,Si,Si,Si,No,No,EXTERNO,CAS CHILE,Si,No,No,No,No,No aplica,No,No,No,No,No,No,No,No,No,Si,Youtube,CANAL YOUTUBE: MUNILAHIGUERA,WWW.YOUTUBE.COM/MUNILAHIGUERA,No
4105,PAIGUANO,Entre 50 y menos de 100,Entre 50 y menos de 100,39,ENTEL,2023,69,Si,Si,Si,Si,No,No,No,No,No,EXTERNO,CAS CHILE,Si,No,No,No,No,No aplica,No,No,No,No,No,No,No,No,No,Si,Youtube,CONCEJO MUNICIPAL PAIHUANO,YOUTUBE.COM@CONCEJOMUNICIPALPAIHUANO,No
4106,VICUÑA,Más de 100,Más de 100,5,CABLE COLOR,2023,108,No,Si,Si,Si,Si,Si,Si,Si,No,EXTERNO,CAS CHILE,No,Si,Si,Si,Si,GOB.,No,Si,Si,Si,No,Si,No,No,Si,Si,Youtube,No aplica,YOUTUBE/@MUNICIPALIDAD DE VICUÑA,No
4201,ILLAPEL,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,CAS CHILE,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado
4202,CANELA,Más de 100,Más de 100,45,MUNDO PACÍFICO,2023- 4 equipos,85,Si,Si,Si,Si,Si,Si,No,No,No,EXTERNO,CAS CHILE,Si,No,No,No,No,No aplica,No,No,No,No,No,Si,No,Si,Si,Si,Web municipal - Facebook,PAGINA DE CANELA Y FACEBOOK MUNI CANELA,HTTPS://CANELA.CL/NUEVO/CONCEJO/SESION-CONCEJO-MUNICIPAL,Si
4203,LOS VILOS,Más de 100,Más de 100,110,LIVISTER SPA,2023 - 65 equipos,285,Si,Si,Si,Si,No,Si,Si,No,No,EXTERNO,CAS CHILE,Si,No,No,Si,No,No aplica,No,No,No,No,No,Si,No,Si,No,Si,Facebook,HTTPS://WWW.FACEBOOK.COM/PEOPLE/MUNICIPALIDAD-DE-LOS-VILOS/100078750404716,/HTTPS://WWW.YOUTUBE.COM/@MUNICIPALIDADLOSVILOS7460/PLAYLISTS,Si
4204,SALAMANCA,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,CAS CHILE,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado
4301,OVALLE,Más de 100,Más de 100,30,MOVISTAR,2024,644,No,Si,Si,Si,No,Si,Si,No,No,PROPIO - EXTERNO,CAS CHILE,No,No,Si,Si,No,GOB - PRIVADA,No,No,No,No,No,Si,No,No,No,Si,Web municipal,No aplica,LINK DISTINTO PARA CADA CONCEJO.,No
4302,COMBARBALÁ,Entre 50 y menos de 100,Entre 20 y menos de 50,38,MOVISTAR,2023,180,Si,Si,Si,Si,Si,Si,Si,No,No,EXTERNO,CAS CHILE - RED M,No,No,No,Si,Si,GOB.,No,No,No,No,No,No,No,No,Si,Si,Youtube,No aplica,No aplica,Si
4303,MONTE PATRIA,Entre 50 y menos de 100,Entre 50 y menos de 100,145,MOVISTAR,2023,250,No,Si,Si,Si,Si,Si,Si,Si,No,EXTERNO,CAS CHILE,Si,Si,Si,Si,No,No aplica,Si,Si,No,Si,No,No,No,No,Si,No,Web municipal,"FACEBOOK, INSTAGRAM",WWW.MPATRIA.CL,No
4304,PUNITAQUI,Entre 10 y menos de 20,Menos de 10,4,MOVISTAR,2024,76,Si,Si,Si,Si,No,No,No,Si,No,EXTERNO,CAS CHILE,Si,Si,Si,No,No,No aplica,No,No,No,No,No,No,Si,No,No,Si,Facebook,FACEBOOK,FACEBOOK.COM/ILUSTREMUNICIPALIDADDEPUNITAQUI/?LOCALE=ES_LA,No
4305,RÍO HURTADO,Entre 50 y menos de 100,Entre 50 y menos de 100,80,MOVISTAR,2023,97,Si,Si,Si,Si,Si,Si,Si,No,No,EXTERNO,CAS CHILE,Si,No,No,Si,No,PRIVADA,No,No,No,No,No,No,No,Si,No,Si,Web municipal - Youtube,No aplica,HTTPS://RIOHURTADO.CL/HTTPS://WWW.YOUTUBE.COM/@MUNIRIOHURTADO/STREAMS,No
5101,VALPARAÍSO,Más de 100,Más de 100,1601,MOVISTAR,2024 - 100 equipos,1460,Si,Si,No,No,Si,Si,Si,No,No,EXTERNO,CAS CHILE,Si,No,Si,No,No,No aplica,No,No,No,No,No,Si,Si,Si,Si,Si,Facebook - Youtube - Twiter,FACEBOOK: MUNIVALPARAISO YOUTUBE: MUNIVALPO,HTTPS://WWW.YOUTUBE.COM/RESULTS?SEARCH_QUERY=MUNI VALPO,No
5102,CASABLANCA,Más de 100,Más de 100,70,MOVISTAR,2020 - 22 equipos,355,Si,Si,Si,Si,Si,Si,Si,No,No,EXTERNO,CAS CHILE,Si,No,No,No,Si,GOB.,No,No,No,No,No,No,No,No,No,Si,Facebook,HTTPS:/WWW.FACEBOOK.COM/ILUSTREMUNICIPALIDADDECASABLANCA,HTTPS//MUNICIPALIDADCASABLANCA.CL/INDEX.PHP/21-INFORMATE/1326-SESIONES-CONCEJO-MUNICIPAL,No
5103,CONCÓN,Más de 100,Más de 100,70,GTD,2023,180,No,Si,Si,Si,Si,Si,No,Si,No,EXTERNO,CAS CHILE,No,Si,Si,Si,Si,PRIVADA,No,Si,Si,No,No,No,No,No,No,Si,Youtube,MUNICONCON,WWW.YOUTUBE.COM/MUNICONCON,Si
5104,JUAN FERNÁNDEZ,Entre 20 y menos de 50,Entre 20 y menos de 50,10,EMPRESA PRIVADA,2023,52,No,Si,No,Si,No,Si,Si,No,No,PROPIO,CAS CHILE,No,No,No,No,No,No aplica,No,No,No,No,No,No,No,No,No,Si,Youtube,No aplica,No aplica,No
5105,PUCHUNCAVÍ,Entre 50 y menos de 100,Entre 50 y menos de 100,10,IFX NETWORS CHILE S.A,2023,140,Si,Si,Si,Si,No,Si,No,No,No,EXTERNO,CAS CHILE,Si,No,No,No,No,No aplica,No,No,No,Si,No,Si,No,Si,No,Si,Web municipal,MUNICIPALIDAD DE PUCHUNCAVI,HTTP://WWW.FACEBBOK.COM/MUNICIPALIDADDEPUCHUNCAVI,No
5107,QUINTERO,Más de 100,Más de 100,120,MOVISTAR,2023 - 48 equipos,220,No,Si,Si,Si,No,Si,No,No,No,EXTERNO,CAS CHILE,No,No,No,Si,No,No aplica,No,No,No,Si,No,Si,Si,Si,No,Si,Youtube,MUNIQUINTERO,YOUTUBE.COM/@ILUSTREMUNICIPALIDADDEQUIN3375,No
5109,VIÑA DEL MAR,Más de 100,Más de 100,470,GTD,2023 - 530 equipos,1200,Si,Si,No,No,Si,Si,Si,Si,Si,EXTERNO,CAS CHILE,Si,Si,Si,No,Si,GOB.,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Youtube,CANAL MUNIVINA,WWW.MUNIVINA.CL,Si
5201,ISLA DE PASCUA,Entre 10 y menos de 20,Más de 100,150,CLARO-STARLINK,2023,250,Si,Si,Si,No,Si,Si,Si,No,No,EXTERNO,CAS CHILE,Si,No,No,No,No,No aplica,No,No,No,Si,No,Si,No,Si,No,Si,Youtube,No aplica,YOUTUBE/@MUNICIPALIDADRAPANUI,No
6306,PALMILLA,Más de 100,Más de 100,8,MUNDO,2023 - 3 equipos,112,No,Si,Si,Si,Si,Si,Si,Si,No,EXTERNO,CAS CHILE,No,Si,Si,No,No,No aplica,No,No,No,No,No,Si,No,Si,Si,Si,Facebook,FACEBOOK.COM/MUNIPALMILLA,No aplica,No
5302,CALLE LARGA,Entre 50 y menos de 100,Entre 50 y menos de 100,32,MOVISTAR,2023,160,No,Si,Si,Si,Si,No,Si,Si,No,PROPIO - EXTERNO,CAS CHILE,No,No,No,No,No,PRIVADA,No,No,No,No,No,Si,No,No,No,Si,Facebook,FACEBOOK CALLE LARGA MUNICIPALIDAD,WWW.FACEBOOK.COM/CALLELARGACADADIAMEJOR,No
5303,RINCONADA,Entre 50 y menos de 100,Entre 50 y menos de 100,114,OTRO,2023 - 8 equipos,132,No,Si,Si,Si,No,Si,Si,No,No,EXTERNO,CAS CHILE,No,No,No,Si,No,PRIVADA,No,No,No,Si,No,No,Si,No,No,Si,Facebook,MUNICIPALIDAD DE RINCONADA DE LOS ANDES,HTTPS://WWW.FACEBOOK.COM/MUNIRINCONADALOSANDES/LIVE_VIDEOS,No
5304,SAN ESTEBAN,Entre 50 y menos de 100,Entre 50 y menos de 100,13,ENTEL,2023 - 10 equipos,110,No,Si,Si,Si,Si,Si,Si,Si,No,EXTERNO,CAS CHILE,No,Si,Si,Si,Si,GOB.,No,Si,Si,Si,No,Si,No,No,Si,Si,Facebook,MUNISANESTEBAN,WWW.FACEBOOK.COM/MUNICIPALIDADDESANESTEBAN/?LOCALE_ES.LA,No
5401,LA LIGUA,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,CAS CHILE,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado
5402,CABILDO,Más de 100,Más de 100,38,ENTEL,2023,120,Si,Si,Si,Si,Si,Si,No,No,No,EXTERNO,CAS CHILE,Si,No,No,No,No,No aplica,No,No,No,No,Si,No,No,No,No,Si,Facebook,MUNICIPIOCABILDO,FACEBOOK.COM,No
5403,PAPUDO,Entre 20 y menos de 50,Entre 20 y menos de 50,15,MOVISTAR,2024 - 2 equipos,95,Si,Si,Si,Si,Si,Si,Si,No,No,EXTERNO,CAS CHILE,Si,No,No,No,No,No aplica,No,No,No,No,No,No,Si,No,No,Si,Facebook,MUNICIPALIDAD DE PAPUDO,HTTPS://WWW.FACEBOOK.COM/MUNIPAPUDO/LIVE_VIDEOS,No
5404,PETORCA,Entre 50 y menos de 100,Entre 50 y menos de 100,28,ENTEL,2024,113,Si,Si,Si,Si,No,Si,Si,No,No,EXTERNO,CAS CHILE,Si,No,Si,Si,No,No aplica,No,No,No,Si,No,Si,No,Si,No,Si,Facebook,MUNICIPALIDAD PETORCA,LINK VARIABLE POR CADA TRANSMISION,No
5405,ZAPALLAR,Más de 100,Más de 100,5,MOVISTAR,2023,180,No,Si,Si,Si,Si,Si,Si,No,No,EXTERNO,PROEXSI,No,No,No,Si,Si,GOB - PRIVADA,No,Si,Si,No,Si,Si,Si,Si,Si,Si,Youtube,MUNIZAPALLAR,WWW.YOUTUBE.COM/@MUNICIPALIDADDEZAPALLAR.CL,Si
5501,QUILLOTA,Más de 100,Más de 100,196,MOVISTAR,2023 - 90 equipos,436,No,Si,Si,Si,Si,Si,Si,No,No,EXTERNO,PROEXSI,No,Si,No,Si,Si,GOB.,No,Si,Si,Si,No,Si,No,No,Si,Si,Web municipal - Facebook - Youtube,MUNIQUILLOTA,HTTPS://WWW.SECMUQUILLOTA.CL/CONCEJO/SESIONESCONCEJALES.PHP,No
5502,CALERA,Entre 50 y menos de 100,Entre 50 y menos de 100,18,ENTEL,2023 - 36 equipos,126,Si,Si,Si,Si,Si,Si,Si,Si,No,PROPIO,No Aplica,Si,Si,Si,Si,Si,GOB - PRIVADA,No,Si,Si,Si,No,Si,No,Si,No,Si,Facebook,WWW.FACEBOOK/MUNILACALERA,WWW.FACEBOOK/MUNILACALERA,No
5503,HIJUELAS,Más de 100,Más de 100,60,MOVISTAR,2024 - 6 equipos,110,Si,Si,Si,Si,Si,Si,Si,No,No,PROPIO,CAS CHILE,Si,No,No,Si,No,No aplica,No,No,No,No,No,No,No,No,No,No,Facebook,MUNICIPALIDAD DE HIJUELAS,HTTPS.//WWW.FACEBOOK.COM/MUNICIPALIDADDEHIJULEAS,Si
5504,LA CRUZ,Más de 100,Más de 100,70,MUNDO PACÍFICO,2024,103,Si,Si,Si,Si,Si,No,Si,No,No,PROPIO,CRECIC,Si,Si,No,No,No,No aplica,No,No,No,No,No,Si,Si,Si,No,Si,Web municipal - Facebook - Youtube,@LACRUZTV640 (YOUTUBE),WWW.LACRUZ.CL/CONCEJOS-MUNICIPALES-2023,No
5506,NOGALES,Más de 100,Más de 100,30,MOVISTAR,2024,108,No,Si,Si,Si,No,Si,Si,No,No,PROPIO,No Aplica,No,No,No,No,No,No aplica,No,No,No,No,No,Si,No,No,No,Si,Facebook  - Youtube,MUNICIPALIDAD DE NOGALES,HTTPS://WWW.FACEBOOK.COM/MUNICIPALIDADDENOGALES,Si
5601,SAN ANTONIO,Más de 100,Más de 100,291,MUNDO PACÍFICO,45 equipos,466,Si,Si,Si,Si,Si,Si,Si,Si,No,EXTERNO,CASCHILE - EXE - SOLNET,Si,Si,Si,Si,No,PRIVADA,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Web municipal - Facebook - Youtube,No aplica,WWW.SANANTONIO.CL,No
5602,ALGARROBO,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado,No recepcionado
5603,CARTAGENA,Más de 100,Más de 100,185,MOVISTAR,2023,281,Si,Si,Si,Si,Si,Si,Si,No,No,EXTERNO,CAS CHILE,Si,No,Si,Si,No,No aplica,No,No,No,No,No,No,No,Si,Si,Si,Youtube,CONCEJO MUNICIPAL DE CARTAGENA,HTTPS://WWW.YOUTUBE.COM/@CONCEJOMUNICIPALDECARTAG-MV5GD,No
5604,EL QUISCO,Más de 100,Más de 100,315,MOVISTAR,2023- 68 equipos,539,Si,Si,Si,Si,Si,Si,Si,Si,Si,EXTERNO,CAS CHILE,Si,Si,Si,No,Si,GOB.,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Youtube,"OMBRE CANAL DE YOUTUBE ""CONCEJOMUNICIPALELQUISCO4204""",HTTPS://WWW.YOUTUBE.COM/@CONCEJOMUNICIPALELQUISCO4204,Si
5605,EL TABO,Más de 100,Más de 100,45,MOVISTAR-TUMUNDO,2023 - 40 equipos,280,Si,Si,Si,Si,No,No,Si,No,No,EXTERNO,CAS CHILE,Si,Si,Si,Si,Si,GOB - PRIVADA,No,No,No,Si,Si,Si,No,Si,Si,Si,Youtube,@MUNIELTABO,WWW.YOUTUBE.COM/@MUNIELTABO,No
5606,SANTO DOMINGO,Más de 100,Más de 100,164,GTD,2023,338,Si,Si,Si,Si,Si,Si,Si,Si,Si,EXTERNO,CAS CHILE,Si,Si,Si,No,No,No aplica,No,Si,Si,Si,Si,Si,No,Si,Si,Si,Youtube,No aplica,HTTPS://WWW.YOUTUBE.COM/@CONCEJOMUNICIPALSANTODOMINGO,No
